Nazwisko aktualne,Liczba
KACYMIROW,14
KACZAŁEK,14
KACZAREWSKA,14
KACZENIAK,14
KACZEŃSKA,14
KADRI,14
KADYŁO,14
KAJAS,14
KAJCIŃSKA,14
KAJCZYŃSKA,14
KAJDASZUK,14
KAJNATH,14
KAJTAREK,14
KALBARA,14
KALCHERT,14
KALENIEC,14
KALESKA,14
KALESNIKAVA,14
KALISHCHUK,14
KALLAUR,14
KALLE,14
KALNICKA,14
KALNYTSKA,14
KALWAR,14
KAŁOŃ,14
KAŁOWA,14
KAMIONKO,14
KAMP,14
KANCZIK,14
KANEKO,14
KANISZCZAK,14
KANTON,14
KAPANKE,14
KAPARNIK,14
KAPEROWSKA,14
KAPICIAK,14
KAPLIA,14
KAPP,14
KAPRYAN,14
KAPSUL,14
KAPUSZYŃSKA,14
KARAKIN,14
KARAPKA,14
KARATAS,14
KARBASZ,14
KARCZMIT,14
KARCZYKOWSKA,14
KARKI,14
KARKOLA,14
KARKOSKA,14
KARLUTO,14
KARMALITA,14
KARMANOVA,14
KARMUSIK,14
KARNEY,14
KAROLIN,14
KARPIESZUK,14
KARPINETS,14
KARPL,14
KARSZTUN,14
KARSZYŃSKA,14
KARTAL,14
KARTOSZ,14
KARUSEWICZ,14
KASHCHENKO,14
KASIANOWICZ,14
KASIOWNIAK,14
KASPERIDUS,14
KASPRZAK-DŻYBERTI,14
KASYCZ,14
KASZETA,14
KASZUBKIEWICZ,14
KAVKA,14
KAWALLA,14
KAWECKI,14
KAWON,14
KAZARNOWICZ,14
KAŻURO,14
KEHLE,14
KELLERMANN,14
KELLES-KRAUZ,14
KELLMANN,14
KENDIK,14
KENT,14
KEPEL,14
KEPLINGER,14
KEPPEL,14
KERTH,14
KĘSKOWICZ,14
KHAMIS,14
KHAMULIAK,14
KHOMIUK,14
KHOROSHYLOVA,14
KHUTSISHVILI,14
KIBYSH,14
KIECZA,14
KIEJZIEWICZ,14
KIELASZEK,14
KIELERSKA,14
KIELING,14
KIEŁCZEWSKI,14
KIERBIEDŹ,14
KIERCEL,14
KIERESIŃSKA,14
KIERKAŁO,14
KIERSZNIOK,14
KIESZKO,14
KIĘDZIERSKA,14
KIJASZKO,14
KIKOWICZ,14
KILCHYTSKA,14
KIMASZEWSKA,14
KIMSZA,14
KINDALSKA,14
KINEK,14
KIPERT,14
KIRCIO,14
KIRKAŁO,14
KIRKOR,14
KIRNICKA,14
KISZCZYK,14
KISZENIA,14
KITAJGRODZKA,14
KITURA,14
KIWERC,14
KIZIEROWSKA,14
KIZYK,14
KLABECKA,14
KLANKOWSKA,14
KLAPCZAREK,14
KLAPP,14
KLATE,14
KLECIŃSKA,14
KLEIBAUER,14
KLEINE,14
KLEINGÄRTNER,14
KLEINSZMIT,14
KLEJNE,14
KLEJSZMID,14
KLEJSZMIDT,14
KLEMŻYŃSKA,14
KLENCNER,14
KLENSPORF,14
KLĘCZAJ,14
KLIDZIO,14
KLIMM,14
KLIMSA,14
KLIMT,14
KLIPO,14
KLISA,14
KLIUCHKO,14
KLOBUCA,14
KLONSKOWSKA,14
KLOP,14
KLOSZCZYK,14
KLOŚ,14
KLUPAK,14
KŁAPETA,14
KŁÓSAK,14
KMICIC,14
KNEISEL,14
KNUTOWICZ,14
KNY,14
KNYSOK,14
KOBARYNKO,14
KOBERNIK,14
KOBRYŁO,14
KOBUSZ,14
KOCEM,14
KOCHANOWSKI,14
KOCHET,14
KOCHMAR,14
KOCHNA,14
KOCYJAN,14
KOGIEL,14
KOKORNACKA,14
KOKORYK,14
KOKSZTYS,14
KOLASZKIEWICZ,14
KOLEJWA,14
KOLESAR,14
KOLESOVA,14
KOLKOWICZ,14
KOLLMETZ,14
KOLODA,14
KOLUT,14
KOŁBUŚ,14
KOŁCZYN,14
KOŁDUN,14
KOŁEJDA,14
KOŁODZIUK,14
KOŁOGRECKA,14
KOŁOMECKA,14
KOŁWA,14
KOMARENKO,14
KOMISARCHUK,14
KOMPANETS,14
KONA,14
KONDLEWSKA,14
KONDRA,14
KONDRATJEW,14
KONEFKA,14
KONG,14
KONIUSZENNA,14
KONKAŁO,14
KONONOW,14
KONOWALUK,14
KONTAKIEWICZ,14
KOPACZKO,14
KOPALAK,14
KOPAŁKA,14
KOPCZYŃSKI,14
KOPERIANOW,14
KOPIDURA,14
KOPROŃ,14
KOPYLTSIV,14
KORDELAS,14
KORDYALIK,14
KORKISHKO,14
KORNELI,14
KORNIJENKO,14
KORNUTA,14
KOROŃCZUK,14
KOROPECKA,14
KOROWIECKA,14
KORWIN-KRUKOWSKA,14
KORZAK,14
KORZENIOWSKI,14
KORZENKO,14
KORZEPSKA,14
KOSANECKA,14
KOSANOWSKA,14
KOSELCZUK,14
KOSENDA,14
KOSMĄD,14
KOSMINSKA,14
KOSOVSKA,14
KOSOWSKI,14
KOSSE,14
KOSSOWICZ,14
KOSTEVYCH,14
KOSTRUSIAK,14
KOSTRZYCA,14
KOSZLER,14
KOSZTYŁO,14
KOŚNICA,14
KOTANIA,14
KOTERBSKA,14
KOTLINSKA,14
KOTUSIŃSKA,14
KOVÁČOVÁ,14
KOVTSUN,14
KOWALSKA VEL KOWALCZYK,14
KOWERCZYK,14
KOWERDEJ,14
KOZIALA,14
KOZIDRAK,14
KOZIELSKI,14
KOZITULSKA,14
KOZŁOWSKA-NOWAK,14
KOZUJ,14
KÖNIGSMAN,14
KRAJOSZ,14
KRAKOVSKA,14
KRASILNIKOVA,14
KRASINSKA,14
KRASKE,14
KRASNOZHON,14
KRASUN,14
KRASZCZUK,14
KRAUCHANKA,14
KRAWICKA,14
KRĄG,14
KREBEL,14
KREJMER,14
KREMPULEC,14
KRENGIEL,14
KRENTORZ,14
KREPOWICZ,14
KRETOVA,14
KRETUS,14
KRĘCISZEK,14
KRĘTORZ,14
KRĘŻAŁ,14
KROJAŃSKA,14
KROŚKO,14
KRÓLEK,14
KRUMBEL,14
KRUMPOLC,14
KRUPNYK,14
KRUSZCZEWSKA,14
KRUSZLEWSKA,14
KRUSZYNIEWICZ,14
KRUTKOWSKA,14
KRUŻYK,14
KRYSIAN,14
KRYSIUKIEWICZ,14
KRYSTYJAN,14
KRYSZ,14
KRYVOBOK,14
KRYWAN,14
KRYWCZUK,14
KRYWKA,14
KRYWULKO,14
KRZENEK,14
KRZESOWSKA,14
KRZIKALLA,14
KRZONKALLA,14
KRZYMINIEWSKA,14
KRZYŃSKA,14
KRZYWANIAK,14
KUBACZKOWSKA,14
KUBUSIEWICZ,14
KUCHARA,14
KUCHMECKA,14
KUCI,14
KUCZERENKO,14
KUCZNIERZ,14
KUDRAJ,14
KUDRZYN,14
KUGIEJKO,14
KUJEL,14
KUKIOŁCZYŃSKA,14
KUKISZ,14
KULAHA,14
KULGAWCZYK,14
KULHAWY,14
KULIBAB,14
KULIKOWIEC,14
KULIŃCZAK,14
KUŁASZKA,14
KUNDEL,14
KUNINIEC,14
KUŃ,14
KUŃKA,14
KUPISEK,14
KUPPERSCHMIDT,14
KURANDY,14
KURAPIEWICZ,14
KURCINOWSKA,14
KURDUBELSKA,14
KURDYSIAK,14
KURIJ,14
KURLĘDA,14
KURMEL,14
KURMINOWSKA,14
KUROPESKA,14
KUROPIEWSKA,14
KURPA,14
KURPICH,14
KURYŁÓW,14
KURZYSZ,14
KUSALEWICZ,14
KUSCHILL,14
KUSIELCZUK,14
KUSTALIK,14
KUSTOWSKA,14
KUSZCZUK,14
KUSZMIRUK,14
KUTARASIŃSKA,14
KUTERNAK,14
KUZBYT,14
KUZŁO,14
KUZYNIN,14
KUZYNKO,14
KUZYSHYN,14
KUŹNIAKOWSKA,14
KÜBLER,14
KVITKO,14
KWAPINSKA,14
KWECZLICH,14
KWIECIŃSKI,14
KWOCZAK,14
KWOCZYŃSKA,14
KYLIUSHYK,14
KYZYMA,14
LABUSZ,14
LACELT,14
LACHOTA,14
LACHOWIECKA,14
LACIBOROWSKA,14
LACKO,14
LAJZER,14
LAKNER,14
LAMP,14
LANDSMANN,14
LAPOŃ,14
LARMA,14
LASIOTA,14
LASKAWIEC,14
LASMAN,14
LASSOTTA,14
LATIF,14
LAUT,14
LAUTSCH,14
LAY,14
LE KHAC,14
LEDECKA,14
LEDWOS,14
LEES,14
LEFELBAJN,14
LEGENCKA,14
LEGWAND,14
LEHLE,14
LEIŃSKA,14
LEJEWSKA,14
LELMACHER,14
LELOWICZ,14
LEMAK,14
LEMAŃSKI,14
LEMBER,14
LEMIOWSKA,14
LEMISIEWICZ,14
LENIEWSKA,14
LEONARTOWICZ,14
LEPLE,14
LEPTACZ,14
LESEK,14
LESZKE,14
LEUTO,14
LEVADNA,14
LEWANIEWSKA,14
LEWAŃCZUK,14
LEWE,14
LEWENS,14
LEYDY,14
LĘCKOWSKA,14
LIAKHOVSKA,14
LIBISZOWSKA,14
LIBUMSKA,14
LICZKO,14
LIERA,14
LINKIEL,14
LINSKA,14
LISNIC,14
LISNYCHA,14
LISOVYK,14
LISSNER,14
LITTERSKA,14
LIUBENKO,14
LIULKA,14
LIVNE,14
LIWAJ,14
LIZINKIEWICZ,14
LOBOVA,14
LOHRENGEL,14
LOKTIONOVA,14
LOMAKA,14
LOPART,14
LORETZ,14
LOST,14
LOTTERHOFF,14
LOTZWIK,14
LOZENKO,14
LUBEREK,14
LUBICH,14
LUCER,14
LUCHECHKO,14
LUCJA,14
LUDANT,14
LUDEF,14
LUKJAN,14
LUNINA,14
LUPUL,14
LUTCHYN,14
LUTOMIERSKA,14
LUTYK,14
LUŹNIAKOWSKA,14
LUŹNY,14
LYCHAK,14
LYKHOLAT,14
LYON,14
LYPOVETSKA,14
LYPP,14
LYSIANSKA,14
ŁABAJCZYK,14
ŁABAREWICZ,14
ŁABATCZUK,14
ŁABEJSZA,14
ŁABENSKA,14
ŁADACKA,14
ŁAGISZ,14
ŁAGONDA,14
ŁAKATORZ,14
ŁAKOMCZAK,14
ŁAPAT,14
ŁAPKIN,14
ŁAPNIEWSKA,14
ŁAPSZAŃSKA,14
ŁASKUDA,14
ŁAWNIKOWICZ,14
ŁAŹNY,14
ŁEŃKO,14
ŁESIUK,14
ŁOHA,14
ŁOKCEWICZ,14
ŁOMEJKO,14
ŁOPOT,14
ŁOSOWICKA,14
ŁOSZCZYŃSKA,14
ŁUBCZONEK,14
ŁUBIECH,14
ŁUCIAKIEWICZ,14
ŁUCKÓW,14
ŁUGOWOJ,14
ŁUKAJCZYK,14
ŁUNGOWSKA,14
ŁUPIERZ,14
ŁUTKOWSKA,14
ŁYBA,14
ŁYGAŚ,14
ŁYSKANIUK,14
ŁYSYK,14
ŁYSZKA,14
ŁYŻKA,14
MACHLUS,14
MACHOJ,14
MACIEJOWICZAK,14
MACIESZ,14
MACIUŃSKA,14
MACIUSIEWICZ,14
MACJON,14
MACYGON,14
MACZIONSEK,14
MACZOLLEK,14
MADOŃSKA,14
MAGRZYK,14
MAHLKE,14
MAIBAUM,14
MAICZEK,14
MAIDANSKA,14
MAIR,14
MAJCHREWICZ,14
MAJDYŁO,14
MAJERAŃCZYK,14
MAJEWSKA-NOWAK,14
MAJRAN,14
MAJSTREWICZ,14
MAJSY,14
MAKARZEC,14
MAKOĆ,14
MAKOLĄGWA,14
MAKSAKOVA,14
MAKSIS,14
MAKSYMIW,14
MALHOTRA,14
MALINIEWICZ,14
MALISKA,14
MALMAN,14
MALOSEK,14
MALOVICHKO,14
MALOWANY,14
MAŁASIAK,14
MAŁASZNIAK,14
MAŁASZYŃSKA,14
MAŁDRZYKOWSKA,14
MAŁOSZYCKA,14
MAŁUNOWICZ,14
MAŁUTOWSKA,14
MAMELSKA,14
MANACHES,14
MANIKAŁO,14
MANOLI,14
MARCU,14
MARCYZAK,14
MARGOŁA,14
MARIAMPOLSKA,14
MARIEN,14
MARIENKO,14
MARIJ,14
MARINA,14
MARKACZEWSKA,14
MARSZKO,14
MARTSINOVSKA,14
MARTWICH,14
MARTYNELIS,14
MARYSIEWICZ,14
MARZEJEWSKA,14
MARZODKO,14
MASALOVA,14
MASELEWSKA,14
MASHTALIR,14
MASIUBAŃSKA,14
MASLEI,14
MASŁYSZ,14
MASTALARCZYK,14
MASZCZYKOWSKA,14
MASZEŃDA,14
MAŚCIBRZUCH,14
MATEJANKA,14
MATEJASIK,14
MATEJSZCZAK,14
MATNER,14
MATORSKA,14
MATSELIUKH,14
MATSOLA,14
MATSUK,14
MATVEEVA,14
MATYASZEWSKA,14
MATYŃKOWSKA,14
MATYSKIEŁA,14
MAZAK,14
MAZELAN,14
MAZGIS,14
MAZIA,14
MĄCZNIAŃSKA,14
MC GRATH,14
MCBRIDE,14
MCGUIRE,14
MCKENNA,14
MCNAMARA,14
MEDVETSKA,14
MEISE,14
MEJDER,14
MEK,14
MEKELBURG,14
MEKIN,14
MELEROWSKA,14
MELESHCHENKO,14
MELIKYAN,14
MELLEN,14
MELLEROWICZ,14
MELONIK,14
MELOSIK,14
MENCWAL,14
MENDRECKA,14
MENDRYCHOWSKA,14
MENSFEL,14
MENSIK,14
MERSZTEIN,14
MERWIŃSKA,14
MESANIO,14
METHNER,14
METTO,14
MĘKA,14
MIARECZKO,14
MICER,14
MICHAŃKÓW,14
MICHERA,14
MICHOLCZ,14
MICINOWSKA,14
MICNER,14
MICZULIS,14
MIEĆKO,14
MIEDZIELEC,14
MIERZAŁ,14
MIERZANOWSKA,14
MIESZKUĆ,14
MIEŚNIKIEWICZ,14
MIEŻYŃSKA,14
MIĘKIŃSKA,14
MIGDUŁA,14
MIGGEL,14
MIKICIŃSKA,14
MIKLICZ,14
MIKSTEIN,14
MIKULKA,14
MILCEWICZ,14
MILCZARKOWSKA,14
MILOSZ,14
MILZ,14
MIŁOGRODZKA,14
MINAROWSKA,14
MINCZYKOWSKA,14
MINIAKOWSKA,14
MINKOWICZ,14
MINKUSZEK,14
MIOSCKA,14
MIREWSKA,14
MIRZOYAN,14
MISIAKOWSKA,14
MISIUREWICZ,14
MISKIS,14
MITEL,14
MITUSIŃSKA,14
MITWICKA,14
MIX,14
MLĄKOWSKA,14
MLECZYŃSKA,14
MLOTEK,14
MŁYNCZAK,14
MOCHERNIUK,14
MOCHNIAK,14
MOCIUN,14
MODNA,14
MODRZAKOWSKA,14
MOESER,14
MOJZESS,14
MOKRZYSZEWSKA,14
MOLERUS,14
MOLESTAK,14
MOLIKIEWICZ,14
MOŁAWA,14
MONDRZIK,14
MONDRZYŃSKA,14
MONDZIELEWSKA,14
MORADI,14
MORCHAL,14
MORDĘCKA,14
MORDZIOŁEK,14
MORENKO,14
MORGUN,14
MORZUCHOWSKA,14
MOSTAFA,14
MOSTYŃSKA,14
MOTACZYŃSKA,14
MOTT,14
MOTTA,14
MOTZEK,14
MOZDZANOWSKA,14
MOŻNA,14
MRYGOŃ,14
MUCHLADA,14
MUCHO,14
MUCHOWIECKA,14
MULDER,14
MULINEK,14
MUŁKA,14
MUNDUĆ,14
MURASHKO,14
MUSCHOL,14
MUSIEŁ,14
MUSIL,14
MÜHLBAUER,14
MYKHAILYCHENKO,14
MYRKA,14
MYSHCHYSHYN,14
MYSZKINIS,14
MYZIK,14
NABIYEVA,14
NABOLSKA,14
NACHOWICZ,14
NACULAK,14
NADEEM,14
NADOBNY,14
NAGIER,14
NAGIRNA,14
NAGLARSKA,14
NAHAJSKA,14
NAHS,14
NAIDEK,14
NAIM,14
NAKAPAŁA,14
NAMIRSKA,14
NAPARSTEK,14
NARADZYNKOWSKA,14
NASIÓŁKOWSKA,14
NASKIEWICZ,14
NASTENKO,14
NATORFF,14
NAUMCHYK,14
NAUMIENIA,14
NAWORYTA,14
NAWRACKA,14
NAWRATEL,14
NAWROWSKA,14
NAYLOR,14
NEF,14
NEFEDOVA,14
NEGRO,14
NEIDROWSKA,14
NEIMAN,14
NEJKAUF,14
NEJMANOWSKA,14
NEJNO,14
NEUBART,14
NEUMŰLLER,14
NEWALD,14
NEWCZYŃSKA,14
NEWLIN-ŁUKOWICZ,14
NĘDZAK,14
NG,14
NGUYEN THU,14
NGUYEN VIET,14
NGUYEN-THI,14
NICPOŃSKA,14
NICZYPEROWICZ,14
NIDZWORSKA,14
NIEBORAS,14
NIEBYLECKA,14
NIECKA,14
NIECZKOWSKA,14
NIEĆKOWIAK,14
NIEDOSZYTKO,14
NIEDZIAŁKA,14
NIEGARDOWSKA,14
NIEMAJEWSKA,14
NIEMASZEWSKA,14
NIEPEWNA,14
NIERADZIŃSKA,14
NIERUCHAJ,14
NIESLONA,14
NIESTEROK,14
NIESZCZERA,14
NIEŚMIERTELNA,14
NIEZNAJOMSKA,14
NIGIEL,14
NIKELEWSKA,14
NIKIPORCZYK,14
NIKOLAK,14
NIKOLAUS,14
NIKOLAYEVA,14
NIKOLOV,14
NIKOŁAJSKA,14
NIKONENKO,14
NITSCHKA,14
NIZINKIEWICZ,14
NIŻYGOROCKA,14
NOCHELSKA,14
NOFZ,14
NOJMANN,14
NOKEL,14
NORTH,14
NOSKOAU,14
NOSOW,14
NOSTKIEWICZ,14
NOVOSELTSEVA,14
NOWARSKA,14
NOWOCZYŃSKA,14
NOWODYŁA,14
NOWOHOŃSKA,14
NOWOS,14
NURKOWICZ,14
NÜRNBERG,14
NYKYTENKO,14
OBALEK,14
OBCARSKA,14
OBDYRKO,14
OBERDAK,14
OBIOREK,14
OBŁĄG,14
OBRZEZGIEWICZ,14
OCHRIN,14
OCHS,14
ODOJCZYK,14
ODWAŻNY,14
ODZIEMCZEWSKA,14
OGASA,14
OGRZEWAŁA,14
OKHRIMCHUK,14
OKIPNA,14
OKORO,14
OKRĄGLIŃSKA,14
OKRZESIAK,14
OKSIĘCIUK,14
OLECHWIRUK,14
OLEJEWSKA,14
OLEKSIICHUK,14
OLESZKIN,14
OLESZUK,14
OLIFER,14
OLIFIERUK,14
OLLESZ,14
OLSON,14
OMAROVA,14
OMER,14
OMIECINA,14
OMIELCZENKO,14
ONDRUCH,14
ONIFACIUK,14
ONÓŻKO,14
ONYSZKANYCZ,14
OPALCZYK,14
OPATOWIECKA,14
OPERMAN,14
OPIEŁA,14
ORA,14
ORDONOWSKA,14
ORELL,14
ORNAS,14
OROWICZ,14
ORYMOWSKA,14
ORYNCZAK,14
ORYSHCHENKO,14
OSIATYCKA,14
OSIECIMSKA,14
OSIEŁKIEWICZ,14
OSIENIECKA,14
OSIOŁKOWSKA,14
OSSYRA,14
OSTAFI,14
OSUCHOWICZ,14
OTRĘBUS,14
OVDIICHUK,14
OWDZIEJ,14
OWSA,14
OWSIEJEW,14
OŻIBKO,14
ÖZ,14
PABST,14
PACEL,14
PACHLARZ,14
PACHOŁKÓW,14
PACZKOWSKI,14
PACZUSZYŃSKA,14
PADALIS,14
PADJUCZENKO,14
PADUN,14
PADWIŃSKA,14
PAKALUK,14
PAKHOLOK,14
PALASIŃSKA,14
PALEJKO,14
PALINKER,14
PALTIAN,14
PALUT,14
PANASYUK,14
PANC,14
PANDZIERSKA,14
PANFILAK,14
PANIĄCZYK,14
PANIN,14
PANIV,14
PANKE,14
PAP,14
PAPASZ,14
PAPRZYCA,14
PAPYCH,14
PARAFIAŃCZYK,14
PARLEWICZ,14
PARTIKA,14
PARTOCKA,14
PARUSZYŃSKA,14
PARZÓCH,14
PASELLA,14
PASERA,14
PASIEBA,14
PASIETA,14
PASIM,14
PASTOŁA,14
PASTYRCZYK,14
PATHAK,14
PATKO,14
PATRZYKONT,14
PAWEL,14
PAWŁUSIAK,14
PAYKOWSKA,14
PAŹDZIÓRSKA,14
PAŹDZIURSKA,14
PECHMANN,14
PECHO,14
PECZAK,14
PEDAN,14
PEDYK,14
PEETERS,14
PELESZ,14
PELUCH,14
PEŁDYJAK,14
PEŁESZYK,14
PENDRAKOWSKA,14
PENDRYK,14
PENDZIWIATR,14
PENTER,14
PENTOK,14
PERADZYŃSKA,14
PERCHACZ,14
PERCHON,14
PEREKIETKA,14
PERKANOWSKA,14
PERRONE,14
PERSZEL,14
PERTSEVA,14
PETKOVIĆ,14
PETROCHENKO,14
PETROSIAN,14
PETZELT,14
PĘCZUŁA,14
PĘDOŁA,14
PĘDZELSKA,14
PĘDZIAK,14
PĘPCZAK,14
PĘZIOR,14
PIATENKO,14
PIATKOVSKA,14
PIĄTA,14
PICUŁA,14
PIDLETEICHUK,14
PIECHOCKI,14
PIECHOWSKI,14
PIEKULSKA,14
PIENIĄŻK,14
PIEPENBORN,14
PIERCHOROWICZ,14
PIERDZIOCH,14
PIEROŻKIEWICZ,14
PIERRE,14
PIERWOCH,14
PIESZCHALSKA,14
PIEŚNIKOWSKA,14
PIETNICKA,14
PIGIEŁ,14
PIHUR,14
PILIKOWSKA,14
PILINDA,14
PILUS,14
PILZEK,14
PIŁAWSKA,14
PINKIERT,14
PINTA,14
PIÓRKOWSKI,14
PIPIÓRKA,14
PISIECKA,14
PISIUT,14
PISSAREK,14
PISZCZELSKA,14
PISZEK,14
PIŚNICKA,14
PIWOCKA,14
PLACZKI,14
PLANDOWSKA,14
PLASCZYK,14
PLASEWICZ,14
PLĄCZKOWSKA,14
PLECKE,14
PLETI,14
PLICHTOWSKA,14
PLISKA,14
PLYSKA,14
PŁACHTIJ,14
PŁAŻEK,14
PŁĄCZYŃSKA,14
PŁOWCZYK,14
PŁÓCIENNIKOWSKA,14
PŁÓCINIK,14
POBIEGŁY,14
POBOROWSKA,14
POBUCEWICZ,14
POBUDKOWSKA,14
POCHMAN,14
POCZEPOWICZ,14
POCZESNA,14
POCZĘSNY,14
POCZYCZYŃSKA,14
PODBORNY,14
PODCIARSKA,14
PODENAS,14
PODGÓRSKI,14
PODKOPAŁ,14
PODLESZKA,14
PODLIPNIA,14
PODLUBNA,14
PODOLAŃCZYK,14
PODSTADA,14
PODWIN,14
POECHE,14
POGOREŁO,14
POGRUSZEWSKA,14
POKLEWSKA-KOZIEŁŁ,14
POKRZEWIŃSKA,14
POLANIS,14
POLEGAJ,14
POLESA,14
POLINSKA,14
POLITYŃSKA,14
POLOWIŃSKA,14
POŁACIŃSKA,14
POŁODZIUK,14
POŁTORZYCKA,14
POMAZAŃSKA,14
PONIŻNIK,14
POPADYNIEC,14
POPIÓŁKOWSKA,14
POPPEL,14
PORATH,14
PORONIN,14
PORTALEWSKA,14
PORZYĆ,14
POSCHMANN,14
POSIO,14
POSPIESKA,14
POSPIESZNY,14
POTAP,14
POTAPKO,14
POTKOWA,14
POTOWSKA,14
POTTS,14
POWALEWSKA,14
POŻERSKA,14
POŻEŻYŃSKA,14
PÓŁRUL,14
PÓŹMIROWSKA,14
PRAISNER,14
PRANCZKA,14
PRASAL,14
PRASIEL,14
PRATASEVICH,14
PRAWDZIUK,14
PREISSNER,14
PRETKIEL,14
PRETOR,14
PREUẞ,14
PREUSCHOFF,14
PREWO,14
PREYSS,14
PRIWER,14
PROCANYN,14
PROCHAZKA,14
PROCZKO,14
PROKOPIEC,14
PROSICKA,14
PROSUŁ,14
PROTASEVYCH,14
PRÓSIŃSKA,14
PRUS-GŁOWACKA,14
PRYMACZUK,14
PRYMEL,14
PRYMUSIEWICZ,14
PRZECIOSKA,14
PRZEMORSKA,14
PRZEMYSŁAWSKA,14
PRZENIEWSKA,14
PRZESZLAKIEWICZ,14
PRZEZDZIENK,14
PRZEZDZINK,14
PRZEZPOLEWSKA,14
PRZYBICKA,14
PRZYBULSKA,14
PRZYMENCKA,14
PRZYPKOWSKA,14
PRZYPRAWA,14
PRZYRADZKA,14
PRZYSZEWSKA,14
PSHYK,14
PTASHNYK,14
PTASHYNSKA,14
PUCHALLA,14
PUCHELAK,14
PUCHOMIRSKA,14
PUKISH,14
PULINA,14
PUP,14
PUPAR,14
PURKIEWICZ,14
PURUL,14
PUSEK,14
PUŚKO,14
PUZANÓW,14
PUŻAŃSKA,14
PYCHYREK,14
PYKHTINA,14
PYLYPAKA,14
PYRLYK,14
PYROZHOK,14
PYRŻA,14
PYSZCZUK,14
PYZIEL,14
RABIONEK,14
RABJASZ,14
RABOS,14
RACHLIŃSKA,14
RACHUDAŁA,14
RADION,14
RADOSZKO,14
RADUL,14
RADWIŃSKA,14
RADYSZKIEWICZ,14
RADZIWILSKA,14
RAFELD,14
RAINSZ,14
RAIZA,14
RAJBIŚ,14
RAJCHOWICZ,14
RAJMUNIAK,14
RAJSNER,14
RAKFALSKA,14
RAKHIMOVA,14
RAKOSKA,14
RAKOTNY,14
RAMAZANOVA,14
RAND,14
RAŃCIA,14
RAPOPORT,14
RAS,14
RASZCZOK,14
RASZCZYŃSKA,14
RASZDORF,14
RATAJKIEWICZ,14
RATHOD,14
RAUBUĆ,14
RAUSIŃSKA,14
RAZIMOWICZ,14
RDZANA,14
REA,14
REBELL,14
REBISZKA,14
REGGEL,14
REGIEWICZ,14
REINECKE,14
REINFUS,14
REINSCH,14
REJNIK,14
REKTUS,14
RENNACK,14
RENOWSKA,14
RENTFLEISZ,14
RESTECKA,14
RESZOTA,14
RETLEWSKA,14
RETZA,14
REWIUK,14
REWKIEWICZ,14
REWKO,14
RĘDOWICZ,14
RIEZNIKOVA,14
RILLING,14
RINAS,14
RITSCHEL,14
RJOBOKÓW,14
RODINGER,14
RODWALD,14
ROGGE,14
ROGOLIŃSKA,14
ROGÓJSKA,14
ROHALSKA,14
ROKICKI,14
ROKOSIEWICZ,14
ROLIKOWSKA,14
ROLIRAT,14
ROLLAUER,14
ROMANCZYK,14
ROMANIS,14
ROMASHCHENKO,14
ROMASHOVA,14
ROMINIECKA,14
ROMINKIEWICZ,14
RONC,14
ROSHAK,14
ROSHCHUK,14
ROSPERSKA,14
ROSZCZYN,14
ROŚKO,14
ROŚLIŃSKA,14
ROTE,14
ROZENTRETER,14
ROZLEPIŁO,14
ROZMYS,14
ROZVADOVSKA,14
RÓWIENICZ,14
RÓŻANECKA,14
RÓŻNIECKA,14
RUBAKHA,14
RUDASZ,14
RUDAYA,14
RUDZIKS,14
RUFERT,14
RUGGIERO,14
RUPCIAK,14
RUPEK,14
RUPPENTHAL,14
RUSSEL,14
RUSYNKO,14
RUSZKE,14
RUTAWSKA,14
RYBACHA,14
RYBIEC,14
RYBII,14
RYBOŁOWIK,14
RYCKIEWICZ,14
RYDEŁKIEWICZ,14
RYDZAJ,14
RYDZIKOWSKA,14
RYGELSKA,14
RYGNER,14
RYKIER,14
RYNNIK,14
RYPALA,14
RYPIN,14
RYSTOK,14
RYŚCIUK,14
RYŚKO,14
RYWELSKA,14
RYZENWEBER,14
RYŹLEWICZ,14
RZANIECKA,14
RZERZICHA,14
RZEŻUSKA,14
RZĘSIKOWSKA,14
RZODA,14
RZYŁA,14
SABAJTIS,14
SABALEUSKAYA,14
SABASTYN,14
SABER,14
SACHOŃ,14
SACHWEH,14
SADOUSKAYA,14
SADŻUGA,14
SAGOLA,14
SAIDOWSKA,14
SALENIUK,14
SALIKHOVA,14
SALIWON,14
SAŁADYK,14
SAŁAMASZEK,14
SAŁANKIEWICZ,14
SAŁAWIŁA,14
SAŁDACZ,14
SAŁÓWKA,14
SAMARCEW,14
SAMARCZENKO,14
SAMARUK,14
SAMOŁUK,14
SAMROWSKA,14
SAMUTA,14
SANKO,14
SANTUR,14
SANTY,14
SAPEHA,14
SAPRITONOW,14
SAPRONOVA,14
SAPUNOVA,14
SARTORI,14
SATORY,14
SAUCHANKA,14
SAVRANSKA,14
SAWAJDA,14
SAWASZKIEWICZ,14
SAWZDARGO,14
SAZANOWICZ,14
SAŻAŁA,14
SCHAFFARCZYK,14
SCHECHINGER,14
SCHEGA,14
SCHELLENBERGER,14
SCHEMMEL,14
SCHEUER,14
SCHIELMANN,14
SCHITTKO,14
SCHMEIDEL,14
SCHMELING,14
SCHMIEDEL,14
SCHOENHOFF,14
SCHÖNE,14
SCHÖNKNECHT,14
SCHUBA,14
SCHWACH,14
SCHWEDOWSKA,14
